subj,b_name,a_name,b_offA,a_on_c,a_off_c,rolling_b_on_c,rolling_b_off_c
p2np_s136,baby,hemd,193.1665514,-101.6923874,-103.4897139,-87.46395951,187.817855
p2np_s136,been,herder,127.3075908,98.54372365,88.26412314,-60.09436061,-20.98663603
p2np_s136,duivel,mand,233.6691229,-6.98405435,-62.64275886,-41.47303891,-133.063884
p2np_s136,duif,masker,150.0152704,-6.20801235,-26.04001186,-47.10579311,125.016452
p2np_s136,kikker,naald,187.2850012,50.17753165,-21.80757986,-51.22093451,3.035779966
p2np_s136,kip,panda,178.9712541,77.73068965,-3.531380859,-50.55460241,32.75131997
p2np_s136,ladder,ridder,226.6700448,87.97254365,105.9492741,-43.02234871,-51.72928703
p2np_s136,doos,rits,157.8066029,-39.69238735,63.43606714,-50.83231341,-25.19821103
p2np_s136,tang,schaduw,166.4477241,-3.74331335,88.51809814,-116.9100611,398.729331
p2np_s136,kast,vlieg,193.8475007,-49.90072035,-58.51219186,-121.0742354,219.726422
p2np_s136,doolhof,vliegtuig,-133.8587029,-65.21161835,253.9651471,-105.3168712,200.904078
p2np_s136,cactus,zebra,117.5273888,19.14441865,112.0762581,-59.60552161,262.005314
p2np_s136,lamp,zee,238.3117067,-11.24238735,-87.62929786,-121.539875,248.297867
p2np_s137,baby,hemd,189.5592104,-101.6923874,-103.4897139,-80.76032971,51.93246997
p2np_s137,been,herder,191.9010795,98.54372365,88.26412314,-77.58038081,43.42766297
p2np_s137,duivel,mand,333.1589626,-6.98405435,-62.64275886,-30.01565651,266.117727
p2np_s137,duif,masker,216.2881688,-6.20801235,-26.04001186,89.65941219,11.42516997
p2np_s137,wortel,nagel,209.5129161,33.68261265,1.805016141,67.01952639,131.46948
p2np_s137,tandarts,pan,470.220305,100.1586226,-122.7917979,132.6160954,139.258589
p2np_s137,ladder,ridder,199.029053,87.97254365,105.9492741,80.90139509,156.762505
p2np_s137,doos,rits,160.5070814,-39.69238735,63.43606714,80.01228849,39.39943497
p2np_s137,wolf,schaar,163.8895345,-74.23703035,-34.06263086,18.65663169,404.537302
p2np_s137,tang,schaduw,173.6594657,-3.74331335,88.51809814,172.6009716,177.082112
p2np_s137,kast,vlieg,243.3501135,-49.90072035,-58.51219186,-57.65176401,159.890756
p2np_s137,doolhof,vliegtuig,-86.00816735,-65.21161835,253.9651471,53.59393049,94.90951497
p2np_s137,cactus,zebra,207.1953063,19.14441865,112.0762581,50.74047889,189.733086
p2np_s139,baby,hemd,386.0927576,-101.6923874,-103.4897139,243.8042575,58.42912197
p2np_s139,duivel,mand,630.4396802,-6.98405435,-62.64275886,139.8636511,351.711058
p2np_s139,duif,masker,485.1477289,-6.20801235,-26.04001186,239.5446092,84.78637897
p2np_s139,kikker,naald,619.820923,50.17753165,-21.80757986,230.8955904,54.53404697
p2np_s139,wortel,nagel,584.7179808,33.68261265,1.805016141,188.3754912,170.952861
p2np_s139,tandarts,pan,729.037354,100.1586226,-122.7917979,329.0702776,75.58123397
p2np_s139,kip,panda,596.7492654,77.73068965,-3.531380859,184.3816737,370.208044
p2np_s139,ladder,ridder,520.4299279,87.97254365,105.9492741,302.2028436,34.21465597
p2np_s139,doos,rits,637.0863462,-39.69238735,63.43606714,243.1418534,318.69496
p2np_s139,tang,schaduw,450.6360926,-3.74331335,88.51809814,174.7526721,309.946353
p2np_s139,kast,vlieg,536.5015196,-49.90072035,-58.51219186,185.9692343,222.045657
p2np_s139,cactus,zebra,455.7268505,19.14441865,112.0762581,269.38143,281.696126
p2np_s139,lamp,zee,436.4670272,-11.24238735,-87.62929786,237.9161789,22.99460797
p2np_s140,baby,hemd,200.9761435,-101.6923874,-103.4897139,-17.80062551,356.247101
p2np_s140,been,herder,182.1465743,98.54372365,88.26412314,-85.72395241,100.502435
p2np_s140,duivel,mand,245.7533522,-6.98405435,-62.64275886,-13.15344991,121.367741
p2np_s140,duif,masker,167.9268698,-6.20801235,-26.04001186,48.79618309,-125.10946
p2np_s140,kikker,naald,194.3460173,50.17753165,-21.80757986,-3.761916606,219.621516
p2np_s140,wortel,nagel,341.0390632,33.68261265,1.805016141,6.222862094,-10.42012603
p2np_s140,tandarts,pan,360.0429735,100.1586226,-122.7917979,-52.31274271,454.66843
p2np_s140,ladder,ridder,252.9728313,87.97254365,105.9492741,-0.841371806,87.62589697
p2np_s140,doos,rits,184.1929618,-39.69238735,63.43606714,64.38644539,2.626853966
p2np_s140,wolf,schaar,232.34172,-74.23703035,-34.06263086,-34.98455511,123.808761
p2np_s140,tang,schaduw,323.5613941,-3.74331335,88.51809814,3.164349694,61.75854797
p2np_s140,doolhof,vliegtuig,-112.0822957,-65.21161835,253.9651471,6.709962294,115.911984
p2np_s140,cactus,zebra,308.2688323,19.14441865,112.0762581,-66.67828251,470.847426
p2np_s140,lamp,zee,253.9817719,-11.24238735,-87.62929786,36.51275889,39.39002697
p2np_s141,been,herder,224.9754737,98.54372365,88.26412314,7.924048294,66.10021397
p2np_s141,duivel,mand,225.8031678,-6.98405435,-62.64275886,-9.306111206,251.418149
p2np_s141,kikker,naald,184.3018244,50.17753165,-21.80757986,-40.56085461,141.755258
p2np_s141,wortel,nagel,274.8938557,33.68261265,1.805016141,129.8478116,-119.182713
p2np_s141,tandarts,pan,277.5074552,100.1586226,-122.7917979,22.71996469,208.92131
p2np_s141,ladder,ridder,147.9427449,87.97254365,105.9492741,-43.81558601,343.99266
p2np_s141,doos,rits,176.2924953,-39.69238735,63.43606714,100.0505313,-201.298409
p2np_s141,wolf,schaar,232.4829972,-74.23703035,-34.06263086,-94.47898061,148.922797
p2np_s141,tang,schaduw,213.7600577,-3.74331335,88.51809814,132.6834413,-103.740357
p2np_s141,kast,vlieg,152.3226576,-49.90072035,-58.51219186,-34.48720041,283.584523
p2np_s141,doolhof,vliegtuig,-142.9491302,-65.21161835,253.9651471,-21.93297811,167.107911
p2np_s141,cactus,zebra,127.5380141,19.14441865,112.0762581,-86.85398151,158.277216
p2np_s141,lamp,zee,634.7139201,-11.24238735,-87.62929786,53.22709549,-111.262891
p2np_s142,baby,hemd,46.4614505,-101.6923874,-103.4897139,-123.8457373,64.94650997
p2np_s142,been,herder,-81.9658021,98.54372365,88.26412314,-171.0219096,-75.26615803
p2np_s142,duif,masker,205.1304669,-6.20801235,-26.04001186,-118.042809,383.639788
p2np_s142,kikker,naald,58.2607362,50.17753165,-21.80757986,-120.7487668,32.85511497
p2np_s142,wortel,nagel,87.51043433,33.68261265,1.805016141,-105.4398014,136.018795
p2np_s142,tandarts,pan,211.8466451,100.1586226,-122.7917979,-209.4592643,38.31833497
p2np_s142,kip,panda,135.5385243,77.73068965,-3.531380859,-120.5232272,150.980015
p2np_s142,ladder,ridder,94.61144871,87.97254365,105.9492741,-111.5610298,-66.11660003
p2np_s142,doos,rits,44.35224944,-39.69238735,63.43606714,-125.7661832,223.426768
p2np_s142,wolf,schaar,-33.22557936,-74.23703035,-34.06263086,-122.0074647,-53.79673303
p2np_s142,tang,schaduw,146.8436233,-3.74331335,88.51809814,-221.3259021,45.32987797
p2np_s142,kast,vlieg,30.97659815,-49.90072035,-58.51219186,-181.7843872,13.73113997
p2np_s142,doolhof,vliegtuig,-219.3893639,-65.21161835,253.9651471,-129.0360646,-27.11630703
p2np_s142,lamp,zee,106.5483421,-11.24238735,-87.62929786,-77.07523121,306.832478
p2np_s143,baby,hemd,148.2945717,-101.6923874,-103.4897139,-28.63275871,306.084431
p2np_s143,been,herder,198.8457233,98.54372365,88.26412314,4.220390094,58.12555197
p2np_s143,duivel,mand,190.0987882,-6.98405435,-62.64275886,-32.08104091,202.551946
p2np_s143,duif,masker,200.8392007,-6.20801235,-26.04001186,124.1782072,-36.75864903
p2np_s143,kikker,naald,237.881494,50.17753165,-21.80757986,50.55084329,-107.123845
p2np_s143,wortel,nagel,137.7685491,33.68261265,1.805016141,-43.58954911,104.646741
p2np_s143,kip,panda,228.9696832,77.73068965,-3.531380859,-47.63107871,3.626722966
p2np_s143,doos,rits,842.0937124,-39.69238735,63.43606714,-41.69826091,-2.283300034
p2np_s143,wolf,schaar,246.2988286,-74.23703035,-34.06263086,-35.54687001,202.462381
p2np_s143,tang,schaduw,267.4047526,-3.74331335,88.51809814,126.3262897,-29.58884503
p2np_s143,kast,vlieg,187.9260612,-49.90072035,-58.51219186,-94.45105661,98.36535997
p2np_s143,doolhof,vliegtuig,-46.17382809,-65.21161835,253.9651471,-1.015369306,218.095227
p2np_s143,cactus,zebra,109.6699127,19.14441865,112.0762581,-55.15201751,137.992311
p2np_s143,lamp,zee,345.0699581,-11.24238735,-87.62929786,149.9555942,-66.40279703
p2np_s144,baby,hemd,606.0247769,-101.6923874,-103.4897139,6.183423694,357.823809
p2np_s144,been,herder,131.8969308,98.54372365,88.26412314,96.58643589,148.850151
p2np_s144,duivel,mand,963.711326,-6.98405435,-62.64275886,-57.33248481,-77.28227403
p2np_s144,kikker,naald,184.6613247,50.17753165,-21.80757986,-25.29595871,210.498839
p2np_s144,wortel,nagel,143.5667515,33.68261265,1.805016141,-10.93475541,292.529222
p2np_s144,tandarts,pan,373.4300572,100.1586226,-122.7917979,-85.32149981,-47.19317803
p2np_s144,kip,panda,192.2639778,77.73068965,-3.531380859,-11.99601791,316.771529
p2np_s144,ladder,ridder,181.3112205,87.97254365,105.9492741,-88.13853001,-73.33260003
p2np_s144,tang,schaduw,186.9576651,-3.74331335,88.51809814,-24.17602071,-64.63758803
p2np_s144,kast,vlieg,170.4954152,-49.90072035,-58.51219186,-28.13285471,60.37179697
p2np_s144,cactus,zebra,206.0382882,19.14441865,112.0762581,89.77531089,224.623154
p2np_s144,lamp,zee,162.2205126,-11.24238735,-87.62929786,-141.5307987,48.41591297
p2np_s145,baby,hemd,351.4983264,-101.6923874,-103.4897139,-24.42945001,36.45904197
p2np_s145,been,herder,154.8995885,98.54372365,88.26412314,57.20643409,24.50878497
p2np_s145,duif,masker,115.809406,-6.20801235,-26.04001186,-46.21577361,328.88786
p2np_s145,wortel,nagel,158.1692159,33.68261265,1.805016141,-75.56603551,93.19507497
p2np_s145,tandarts,pan,309.6172945,100.1586226,-122.7917979,-17.89989481,63.73537997
p2np_s145,kip,panda,268.0325589,77.73068965,-3.531380859,39.84764469,123.177174
p2np_s145,ladder,ridder,232.6306566,87.97254365,105.9492741,24.95535649,97.80235797
p2np_s145,doos,rits,115.5867212,-39.69238735,63.43606714,-20.95029591,305.260254
p2np_s145,wolf,schaar,151.7709481,-74.23703035,-34.06263086,-106.6171804,236.418371
p2np_s145,tang,schaduw,31.32631876,-3.74331335,88.51809814,13.88302969,65.92832997
p2np_s145,kast,vlieg,128.4040522,-49.90072035,-58.51219186,-86.25105651,94.33656697
p2np_s145,cactus,zebra,13.38456408,19.14441865,112.0762581,-86.17674901,185.092009
p2np_s145,lamp,zee,197.7494484,-11.24238735,-87.62929786,-39.65321921,481.061216
p2np_s103,lamp,hemd,519.0968657,-55.75720235,-60.49522886,267.4718882,-57.30622403
p2np_s103,doolhof,hemd,501.9596091,-81.74000635,-95.57513086,158.0991951,-56.94226603
p2np_s103,doos,herder,524.2846403,-41.42155435,-31.50273486,242.6801268,53.23970297
p2np_s103,wortel,herder,357.6933816,128.5784456,139.0797301,202.4492964,-98.40268903
p2np_s103,kast,mand,445.2431021,-14.96040535,-112.0334639,180.3631003,-21.23173603
p2np_s103,wolf,mand,509.7069866,-45.76269935,-109.8647139,253.81214,41.07557497
p2np_s103,kast,masker,446.1902196,42.90056165,39.00403614,251.9341642,51.06387797
p2np_s103,lamp,masker,393.6727194,35.62200665,68.93246714,265.8749328,-53.50817703
p2np_s103,duif,naald,503.4319987,-6.96322035,-30.69457486,178.4267021,20.77846297
p2np_s103,cactus,nagel,565.7302677,26.23816865,-11.17816086,248.7619567,-156.134474
p2np_s103,doos,pan,570.4113564,100.7356426,-134.4670429,171.9551976,-42.86152803
p2np_s103,ladder,pan,531.3428593,38.78118965,-176.1667979,167.47629,-30.39137803
p2np_s103,tang,panda,544.2398499,68.35374365,-83.07478386,268.0298951,-75.21179003
p2np_s103,kikker,panda,406.539321,30.96692665,-115.5277209,140.4917537,44.74343997
p2np_s103,duivel,ridder,423.5894311,-15.94238735,14.37784514,334.1152643,-16.76824503
p2np_s103,tandarts,rits,528.1339243,-73.45627635,-26.59085686,327.3812128,-86.33634603
p2np_s103,kikker,rits,371.5430577,-41.21322035,14.11792514,318.4412287,-20.50130403
p2np_s103,duivel,schaar,461.706555,-88.44238735,-30.78485286,122.4590543,41.28782197
p2np_s103,kip,schaar,485.507555,-177.5413454,-145.4515199,185.3510692,-47.63457703
p2np_s103,doolhof,schaduw,468.6245742,-89.50072035,6.958646141,287.8292447,-99.12536303
p2np_s103,ladder,schaduw,877.044653,-45.51381635,71.60056314,204.2614823,-89.55692403
p2np_s103,been,vlieg,398.8553005,35.02289065,20.66951214,269.5666992,-115.227588
p2np_s103,cactus,vlieg,487.2826156,-170.2042924,-139.8275119,256.3791096,19.54987797
p2np_s103,duif,vliegtuig,168.4531173,-89.30651735,144.6838971,173.486317,-8.931516034
p2np_s103,baby,vliegtuig,207.1825879,-89.46024435,168.4014211,286.4812684,17.44486997
p2np_s103,tandarts,zebra,433.4484011,-7.74063335,10.47903614,264.8384165,-38.92329003
p2np_s103,wortel,zee,524.1561795,36.14292965,-13.54179786,274.1897504,-27.40373503
p2np_s104,lamp,hemd,297.8290354,-55.75720235,-60.49522886,37.97174599,-172.449329
p2np_s104,doolhof,hemd,325.0815742,-81.74000635,-95.57513086,104.517473,-177.775519
p2np_s104,wortel,herder,204.5800029,128.5784456,139.0797301,53.68560659,-291.085665
p2np_s104,kast,mand,286.3168102,-14.96040535,-112.0334639,88.30181039,-194.02756
p2np_s104,wolf,mand,114.7502595,-45.76269935,-109.8647139,80.03800899,-179.205874
p2np_s104,kast,masker,249.1550178,42.90056165,39.00403614,102.9950479,-139.991643
p2np_s104,lamp,masker,211.5351859,35.62200665,68.93246714,36.18793939,-270.264778
p2np_s104,baby,naald,218.6365097,32.19731865,52.67459114,21.06707799,-226.999596
p2np_s104,duif,naald,254.9156385,-6.96322035,-30.69457486,25.56778379,-246.746604
p2np_s104,cactus,nagel,322.1185744,26.23816865,-11.17816086,61.97113859,-196.01085
p2np_s104,wolf,nagel,221.6999717,46.27785065,56.81236914,18.19731269,-230.49171
p2np_s104,doos,pan,324.1721274,100.7356426,-134.4670429,113.5958753,-211.878346
p2np_s104,ladder,pan,409.7698416,38.78118965,-176.1667979,97.46849799,-196.971492
p2np_s104,kikker,panda,342.2892771,30.96692665,-115.5277209,-9.319864106,-219.372266
p2np_s104,duivel,ridder,252.7281959,-15.94238735,14.37784514,29.36971939,-238.162975
p2np_s104,kip,ridder,226.0830092,6.00668665,20.36311714,40.27419109,-198.86993
p2np_s104,kikker,rits,619.94768,-41.21322035,14.11792514,2.409327494,-182.33513
p2np_s104,duivel,schaar,359.2858558,-88.44238735,-30.78485286,58.01184139,-190.752495
p2np_s104,kip,schaar,242.9156662,-177.5413454,-145.4515199,129.0920094,-258.188631
p2np_s104,doolhof,schaduw,296.1771113,-89.50072035,6.958646141,97.77724029,-136.831737
p2np_s104,ladder,schaduw,165.2263819,-45.51381635,71.60056314,32.82360959,-255.802229
p2np_s104,been,vlieg,259.2760809,35.02289065,20.66951214,18.92916949,-226.116428
p2np_s104,cactus,vlieg,278.7232854,-170.2042924,-139.8275119,121.7500081,-169.633062
p2np_s104,duif,vliegtuig,91.00906508,-89.30651735,144.6838971,128.4393386,-229.76478
p2np_s104,been,zebra,246.6914566,159.8909456,208.0030971,21.52889159,-252.023615
p2np_s104,tang,zee,326.1594389,30.45344565,-43.88586286,84.09182639,-194.528834
p2np_s104,wortel,zee,232.9853362,36.14292965,-13.54179786,70.65019639,-161.701462
p2np_s105,lamp,hemd,29.72403588,-55.75720235,-60.49522886,-162.2062163,-215.501164
p2np_s105,doolhof,hemd,97.06339222,-81.74000635,-95.57513086,-145.5504689,-124.407499
p2np_s105,doos,herder,29.38488702,-41.42155435,-31.50273486,-188.8763214,-162.828732
p2np_s105,wortel,herder,12.0152514,128.5784456,139.0797301,-92.72821781,-151.577944
p2np_s105,kast,mand,60.53880854,-14.96040535,-112.0334639,-183.0272142,-194.952116
p2np_s105,wolf,mand,23.41933315,-45.76269935,-109.8647139,-195.5076257,-179.583754
p2np_s105,kast,masker,108.4845055,42.90056165,39.00403614,-171.4169767,-216.68685
p2np_s105,baby,naald,21.00017795,32.19731865,52.67459114,-139.8006448,-229.339703
p2np_s105,duif,naald,-8.947996706,-6.96322035,-30.69457486,-158.0135667,-194.433062
p2np_s105,cactus,nagel,224.0835277,26.23816865,-11.17816086,-164.3417653,-169.355517
p2np_s105,wolf,nagel,-24.26846704,46.27785065,56.81236914,-143.430502,-157.621337
p2np_s105,doos,pan,130.1270456,100.7356426,-134.4670429,-203.1754666,-200.224076
p2np_s105,tang,panda,209.4431607,68.35374365,-83.07478386,-199.7521201,-128.888559
p2np_s105,kikker,panda,112.0647875,30.96692665,-115.5277209,-96.66267581,-136.14123
p2np_s105,duivel,ridder,2.48762129,-15.94238735,14.37784514,-167.2711351,-183.211279
p2np_s105,tandarts,rits,75.66986418,-73.45627635,-26.59085686,-92.38397021,-162.903312
p2np_s105,kikker,rits,483.2804251,-41.21322035,14.11792514,-144.2233497,-144.562737
p2np_s105,duivel,schaar,15.21040727,-88.44238735,-30.78485286,-124.7756823,-149.556116
p2np_s105,kip,schaar,97.81179195,-177.5413454,-145.4515199,-144.2290303,-162.272199
p2np_s105,ladder,schaduw,-10.51845535,-45.51381635,71.60056314,-178.0860706,-186.057789
p2np_s105,cactus,vlieg,92.39249728,-170.2042924,-139.8275119,-131.1464201,-148.845112
p2np_s105,duif,vliegtuig,83.43692582,-89.30651735,144.6838971,-93.36724901,-130.293995
p2np_s105,baby,vliegtuig,-20.30422827,-89.46024435,168.4014211,-155.5970531,-197.78346
p2np_s105,tandarts,zebra,95.57974379,-7.74063335,10.47903614,-172.9487943,-257.354128
p2np_s105,been,zebra,25.04314801,159.8909456,208.0030971,-180.0256332,-226.45306
p2np_s105,tang,zee,121.2661256,30.45344565,-43.88586286,-71.82617041,-133.076194
p2np_s105,wortel,zee,40.05105298,36.14292965,-13.54179786,-133.3341801,-221.948428
p2np_s106,lamp,hemd,109.4965281,-55.75720235,-60.49522886,-242.7980536,19.30526797
p2np_s106,doolhof,hemd,11.50121265,-81.74000635,-95.57513086,-71.67877931,-147.980235
p2np_s106,doos,herder,71.57301968,-41.42155435,-31.50273486,-121.4167349,-51.75879503
p2np_s106,wortel,herder,100.6254467,128.5784456,139.0797301,-93.96978531,-189.702546
p2np_s106,kast,masker,71.93493726,42.90056165,39.00403614,-67.70288691,-210.302204
p2np_s106,baby,naald,61.70587364,32.19731865,52.67459114,-181.2697038,15.18041997
p2np_s106,duif,naald,167.7077248,-6.96322035,-30.69457486,-142.6171051,-40.86993403
p2np_s106,cactus,nagel,155.9638357,26.23816865,-11.17816086,-94.74266581,-163.486074
p2np_s106,wolf,nagel,96.17729592,46.27785065,56.81236914,-111.6778825,-155.753396
p2np_s106,doos,pan,188.7812856,100.7356426,-134.4670429,-74.78934511,-169.813012
p2np_s106,ladder,pan,102.7018144,38.78118965,-176.1667979,-98.81171531,-82.81485803
p2np_s106,tang,panda,184.6417052,68.35374365,-83.07478386,-121.3530689,-28.04220903
p2np_s106,kikker,panda,223.0720913,30.96692665,-115.5277209,-98.38012441,23.11565997
p2np_s106,duivel,ridder,10.84715767,-15.94238735,14.37784514,-220.556173,22.53998797
p2np_s106,kip,ridder,177.2334982,6.00668665,20.36311714,-98.39644181,-142.391191
p2np_s106,tandarts,rits,85.6715289,-73.45627635,-26.59085686,-218.7241874,-37.16999703
p2np_s106,kikker,rits,258.1382195,-41.21322035,14.11792514,-81.77599131,-124.758815
p2np_s106,kip,schaar,162.2218382,-177.5413454,-145.4515199,-96.48586951,-94.18690103
p2np_s106,ladder,schaduw,-10.87280284,-45.51381635,71.60056314,-63.20573921,-39.13141103
p2np_s106,been,vlieg,42.32294907,35.02289065,20.66951214,-158.5415265,50.71425097
p2np_s106,cactus,vlieg,91.13046316,-170.2042924,-139.8275119,-101.8229044,-38.72157803
p2np_s106,duif,vliegtuig,-192.3953395,-89.30651735,144.6838971,-100.8269994,28.48451597
p2np_s106,baby,vliegtuig,-54.89590285,-89.46024435,168.4014211,-70.90001191,-45.95472803
p2np_s106,tandarts,zebra,163.9537186,-7.74063335,10.47903614,-109.2715625,-62.31478003
p2np_s106,been,zebra,122.0565607,159.8909456,208.0030971,-67.07668851,-86.48765903
p2np_s106,tang,zee,243.6407017,30.45344565,-43.88586286,-114.0365231,-120.259658
p2np_s106,wortel,zee,144.7914921,36.14292965,-13.54179786,-163.1108137,-43.52265903
p2np_s107,doolhof,hemd,411.7272753,-81.74000635,-95.57513086,-41.85621501,-111.02664
p2np_s107,wortel,herder,233.7718716,128.5784456,139.0797301,30.50357969,-78.64348903
p2np_s107,kast,mand,267.3775724,-14.96040535,-112.0334639,15.99056899,-81.80669803
p2np_s107,kast,masker,166.3947823,42.90056165,39.00403614,72.10213039,-116.38214
p2np_s107,lamp,masker,273.8813174,35.62200665,68.93246714,77.83549889,-95.81103303
p2np_s107,baby,naald,318.7410418,32.19731865,52.67459114,74.72541309,-116.165227
p2np_s107,duif,naald,221.6660027,-6.96322035,-30.69457486,-28.42603431,-78.51884303
p2np_s107,cactus,nagel,281.8590544,26.23816865,-11.17816086,11.86547829,-56.64301003
p2np_s107,wolf,nagel,349.8816524,46.27785065,56.81236914,52.19257109,-154.504617
p2np_s107,doos,pan,981.3301482,100.7356426,-134.4670429,55.62206249,-97.06185003
p2np_s107,ladder,pan,309.5953026,38.78118965,-176.1667979,32.64875669,-75.02874903
p2np_s107,tang,panda,365.1527123,68.35374365,-83.07478386,27.19734089,-105.848813
p2np_s107,kikker,panda,320.9656274,30.96692665,-115.5277209,88.88994509,-149.173
p2np_s107,duivel,ridder,288.8169058,-15.94238735,14.37784514,190.1676338,-118.553635
p2np_s107,kip,ridder,303.1906128,6.00668665,20.36311714,53.47350899,-172.06618
p2np_s107,tandarts,rits,240.8404367,-73.45627635,-26.59085686,40.89891469,-99.02421603
p2np_s107,kikker,rits,223.0459864,-41.21322035,14.11792514,11.00089419,-94.82480703
p2np_s107,duivel,schaar,310.9824172,-88.44238735,-30.78485286,61.04788629,-95.26083903
p2np_s107,ladder,schaduw,67.11585929,-45.51381635,71.60056314,62.63543189,-103.848348
p2np_s107,been,vlieg,292.3259468,35.02289065,20.66951214,184.2312519,-144.453165
p2np_s107,cactus,vlieg,293.8013664,-170.2042924,-139.8275119,88.99568229,-174.644845
p2np_s107,duif,vliegtuig,113.3395467,-89.30651735,144.6838971,228.7418533,-163.686203
p2np_s107,baby,vliegtuig,91.89903552,-89.46024435,168.4014211,193.8767916,-143.733048
p2np_s107,tandarts,zebra,231.3859124,-7.74063335,10.47903614,90.88658709,-195.332915
p2np_s107,been,zebra,309.3483058,159.8909456,208.0030971,22.10943299,-134.278131
p2np_s107,tang,zee,419.1695164,30.45344565,-43.88586286,195.6115252,-132.433821
p2np_s107,wortel,zee,112.3284342,36.14292965,-13.54179786,-28.22381181,-33.26900103
p2np_s108,lamp,hemd,206.8543815,-55.75720235,-60.49522886,61.73236709,-138.07776
p2np_s108,doos,herder,179.3544447,-41.42155435,-31.50273486,-7.698322306,-225.611566
p2np_s108,wortel,herder,132.1820348,128.5784456,139.0797301,-80.13192931,-151.207964
p2np_s108,wolf,mand,118.7313161,-45.76269935,-109.8647139,-4.349118706,-218.607364
p2np_s108,kast,masker,132.6547102,42.90056165,39.00403614,-93.60145101,-65.42576403
p2np_s108,lamp,masker,211.9000344,35.62200665,68.93246714,-143.0769057,-132.326697
p2np_s108,baby,naald,402.8627455,32.19731865,52.67459114,-52.26654541,-269.583966
p2np_s108,duif,naald,122.2477085,-6.96322035,-30.69457486,91.26690229,-117.21639
p2np_s108,cactus,nagel,205.3559808,26.23816865,-11.17816086,-127.2278409,-136.317444
p2np_s108,wolf,nagel,125.4605022,46.27785065,56.81236914,-150.4189407,-8.538589034
p2np_s108,doos,pan,254.2265246,100.7356426,-134.4670429,-23.84810681,-217.06389
p2np_s108,ladder,pan,195.7717407,38.78118965,-176.1667979,-132.5033958,-36.88694403
p2np_s108,kikker,panda,180.02163,30.96692665,-115.5277209,4.601054294,-134.69754
p2np_s108,tandarts,rits,380.8169179,-73.45627635,-26.59085686,62.89729169,-184.403949
p2np_s108,kikker,rits,106.7459089,-41.21322035,14.11792514,-49.16618551,-257.043921
p2np_s108,duivel,schaar,83.91277877,-88.44238735,-30.78485286,-6.298754806,-130.745996
p2np_s108,kip,schaar,238.9688648,-177.5413454,-145.4515199,-80.59925911,-143.139035
p2np_s108,doolhof,schaduw,555.5769489,-89.50072035,6.958646141,-57.89758661,-183.508554
p2np_s108,ladder,schaduw,-15.88644747,-45.51381635,71.60056314,-119.7854546,-106.480314
p2np_s108,cactus,vlieg,222.4581128,-170.2042924,-139.8275119,14.06345509,-124.098765
p2np_s108,duif,vliegtuig,-27.78692823,-89.30651735,144.6838971,-103.5754518,-70.25016503
p2np_s108,baby,vliegtuig,35.88277741,-89.46024435,168.4014211,-43.66818561,-209.11838
p2np_s108,tandarts,zebra,150.9147082,-7.74063335,10.47903614,-12.73543321,-179.018173
p2np_s108,been,zebra,100.5708081,159.8909456,208.0030971,-86.46394931,-96.33542103
p2np_s108,tang,zee,204.5399994,30.45344565,-43.88586286,-3.886242306,-179.004495
p2np_s108,wortel,zee,216.2262566,36.14292965,-13.54179786,60.72323649,-142.146119
p2np_s110,lamp,hemd,170.8942357,-55.75720235,-60.49522886,-21.35148181,-163.208847
p2np_s110,doos,herder,223.0087453,-41.42155435,-31.50273486,54.73645209,-239.543551
p2np_s110,kast,mand,216.4636333,-14.96040535,-112.0334639,-37.81664151,-179.381774
p2np_s110,wolf,mand,175.8791188,-45.76269935,-109.8647139,-70.96485641,-207.098716
p2np_s110,kast,masker,171.661416,42.90056165,39.00403614,-37.81883491,-192.266033
p2np_s110,baby,naald,81.16031148,32.19731865,52.67459114,-31.85873351,-248.459787
p2np_s110,duif,naald,181.1388608,-6.96322035,-30.69457486,-4.412438306,-208.604847
p2np_s110,doos,pan,319.4754292,100.7356426,-134.4670429,-61.57497221,-220.589402
p2np_s110,ladder,pan,284.9333619,38.78118965,-176.1667979,-57.23049271,-144.354921
p2np_s110,tang,panda,265.834078,68.35374365,-83.07478386,33.84253019,-123.145835
p2np_s110,kikker,panda,210.9287635,30.96692665,-115.5277209,-67.53295271,-180.834597
p2np_s110,duivel,ridder,482.8743266,-15.94238735,14.37784514,-15.27227531,-220.756975
p2np_s110,kip,ridder,249.7435193,6.00668665,20.36311714,-13.02591231,-142.972644
p2np_s110,tandarts,rits,234.7067398,-73.45627635,-26.59085686,-15.36551121,-179.991056
p2np_s110,kikker,rits,142.6614578,-41.21322035,14.11792514,52.67706259,-163.677194
p2np_s110,duivel,schaar,95.28844932,-88.44238735,-30.78485286,-44.47261871,-175.73172
p2np_s110,kip,schaar,378.4552532,-177.5413454,-145.4515199,-74.99302731,-110.144341
p2np_s110,doolhof,schaduw,175.0149965,-89.50072035,6.958646141,51.41684469,-217.300697
p2np_s110,ladder,schaduw,126.6825883,-45.51381635,71.60056314,-39.15289011,-178.679282
p2np_s110,been,vlieg,170.623846,35.02289065,20.66951214,-64.13890611,-161.723902
p2np_s110,cactus,vlieg,210.5901195,-170.2042924,-139.8275119,1.919792294,-177.65971
p2np_s110,baby,vliegtuig,63.92087058,-89.46024435,168.4014211,-40.45630381,-234.420591
p2np_s110,tandarts,zebra,242.2512727,-7.74063335,10.47903614,10.72879329,-154.057349
