subj,b_name,a_name,b_offA,a_on_c,a_off_c,rolling_b_on_c,rolling_b_off_c
p2np_s127,kikker,masker,294.0150044,39.72150165,66.25125814,132.4860517,-59.17766003
p2np_s127,kip,naald,775.6597147,226.8459456,215.5473231,137.865847,-29.91163703
p2np_s127,tang,pan,423.8470411,130.7077866,-113.0542979,54.37702519,203.530108
p2np_s127,baby,panda,703.1086497,84.11463065,-41.23332986,86.51781639,20.17796397
p2np_s127,wolf,ridder,204.3650981,215.4395566,286.9909401,116.7933452,207.985385
p2np_s127,cactus,rits,255.2527146,-79.97942435,-19.54179786,58.40263469,248.577735
p2np_s127,tandarts,schaduw,461.2845705,-168.5355244,-36.79339986,154.5856928,528.282989
p2np_s127,kast,vliegtuig,110.6990171,-85.49030435,153.3887581,175.3578404,218.40278
p2np_s127,doolhof,zee,374.5056194,-48.85488735,-98.65678186,194.6080928,116.235308
p2np_s128,duif,hemd,414.9927034,-20.50488735,-60.65985286,182.0163815,129.29441
p2np_s128,duivel,herder,800.7775742,-38.56322035,-52.78658886,271.6297936,221.389742
p2np_s128,kikker,masker,374.108265,39.72150165,66.25125814,285.8970613,128.978126
p2np_s128,doos,nagel,504.6400639,34.48353865,67.38789014,182.784415,401.52559
p2np_s128,baby,panda,492.8755047,84.11463065,-41.23332986,317.6733858,85.33076897
p2np_s128,wolf,ridder,494.4901524,215.4395566,286.9909401,279.7419172,169.596884
p2np_s128,cactus,rits,550.7685925,-79.97942435,-19.54179786,235.8841806,280.121961
p2np_s128,ladder,schaar,488.7227712,-93.20905435,-61.84648486,185.4930936,105.868691
p2np_s128,doolhof,zee,893.5116643,-48.85488735,-98.65678186,197.6711016,250.997579
p2np_s129,duif,hemd,535.5928286,-20.50488735,-60.65985286,270.0905998,456.98546
p2np_s129,duivel,herder,963.594848,-38.56322035,-52.78658886,564.9615226,212.412987
p2np_s129,been,mand,712.7612644,112.8524846,16.27827814,409.1673196,357.116189
p2np_s129,kikker,masker,584.1107597,39.72150165,66.25125814,307.8213594,412.838076
p2np_s129,kip,naald,704.1339291,226.8459456,215.5473231,471.8492364,263.71114
p2np_s129,doos,nagel,1103.147126,34.48353865,67.38789014,542.8198364,315.315946
p2np_s129,tang,pan,978.8923007,130.7077866,-113.0542979,330.2110114,401.771243
p2np_s129,baby,panda,873.3385118,84.11463065,-41.23332986,484.1296009,175.924535
p2np_s129,wolf,ridder,855.9533734,215.4395566,286.9909401,551.1848374,64.90613497
p2np_s129,cactus,rits,826.110828,-79.97942435,-19.54179786,552.2653731,259.154488
p2np_s129,ladder,schaar,642.5175558,-93.20905435,-61.84648486,587.5805975,246.034496
p2np_s129,wortel,vlieg,665.0784164,-133.9487974,-150.5433999,592.258587,263.973288
p2np_s129,kast,vliegtuig,688.4683636,-85.49030435,153.3887581,526.597052,174.939973
p2np_s129,lamp,zebra,346.9390309,41.10789965,108.7207021,257.4302023,663.907113
p2np_s129,doolhof,zee,896.5444061,-48.85488735,-98.65678186,521.7384718,192.452178
p2np_s131,duif,hemd,262.5888508,-20.50488735,-60.65985286,-6.151070706,223.391194
p2np_s131,duivel,herder,247.4644006,-38.56322035,-52.78658886,-19.92163531,-26.29178003
p2np_s131,been,mand,245.8284675,112.8524846,16.27827814,-26.80772891,-86.59841103
p2np_s131,kikker,masker,198.4078803,39.72150165,66.25125814,-54.47047451,187.222698
p2np_s131,kip,naald,160.1045321,226.8459456,215.5473231,-62.97996161,-112.943415
p2np_s131,tang,pan,347.6712627,130.7077866,-113.0542979,-46.28137691,275.662923
p2np_s131,baby,panda,233.4592056,84.11463065,-41.23332986,-20.52254991,99.78559497
p2np_s131,wolf,ridder,530.2307981,215.4395566,286.9909401,97.96154199,235.860246
p2np_s131,cactus,rits,151.404711,-79.97942435,-19.54179786,1.514616894,18.85659397
p2np_s131,ladder,schaar,240.2953032,-93.20905435,-61.84648486,-76.49456271,102.339043
p2np_s131,wortel,vlieg,166.1381303,-133.9487974,-150.5433999,14.57598339,178.062697
p2np_s131,kast,vliegtuig,8.967093483,-85.49030435,153.3887581,-30.15980561,-87.19765603
p2np_s131,lamp,zebra,136.6226069,41.10789965,108.7207021,-57.07685691,-159.341722
p2np_s131,doolhof,zee,423.8361948,-48.85488735,-98.65678186,-78.70952681,251.726136
p2np_s132,duivel,herder,13.82739563,-38.56322035,-52.78658886,-150.777823,-50.90908703
p2np_s132,been,mand,189.7327476,112.8524846,16.27827814,-218.6172547,287.306833
p2np_s132,kikker,masker,-49.58517792,39.72150165,66.25125814,-223.9855525,93.54579597
p2np_s132,kip,naald,123.0781565,226.8459456,215.5473231,-212.4924382,404.956857
p2np_s132,doos,nagel,162.1528191,34.48353865,67.38789014,-120.3946997,162.301337
p2np_s132,tang,pan,179.0010168,130.7077866,-113.0542979,-201.2050758,-48.61150103
p2np_s132,baby,panda,-8.890383766,84.11463065,-41.23332986,-200.4512499,148.135264
p2np_s132,wolf,ridder,75.41242421,215.4395566,286.9909401,-153.9345568,395.503918
p2np_s132,cactus,rits,136.8266495,-79.97942435,-19.54179786,-189.0276196,169.005032
p2np_s132,tandarts,schaduw,119.7849908,-168.5355244,-36.79339986,-198.8280273,59.99154797
p2np_s132,wortel,vlieg,16.05574066,-133.9487974,-150.5433999,-155.7670479,-21.38685703
p2np_s132,kast,vliegtuig,-64.30611726,-85.49030435,153.3887581,-137.807251,225.96874
p2np_s132,lamp,zebra,-185.0382933,41.10789965,108.7207021,-99.41664481,63.46386497
p2np_s132,doolhof,zee,197.7325572,-48.85488735,-98.65678186,-225.8086519,167.818134
p2np_s133,duif,hemd,247.8754116,-20.50488735,-60.65985286,-26.71709131,29.31378197
p2np_s133,duivel,herder,310.8566794,-38.56322035,-52.78658886,3.520903994,267.330215
p2np_s133,been,mand,298.0153139,112.8524846,16.27827814,-65.85788241,140.430865
p2np_s133,kikker,masker,76.50947916,39.72150165,66.25125814,-23.98521831,182.961571
p2np_s133,kip,naald,194.833937,226.8459456,215.5473231,-10.45118421,284.712139
p2np_s133,tang,pan,392.6450921,130.7077866,-113.0542979,-46.72243951,67.90135997
p2np_s133,wolf,ridder,109.5415924,215.4395566,286.9909401,-42.48713031,114.078734
p2np_s133,cactus,rits,117.9807271,-79.97942435,-19.54179786,-118.4584855,264.569051
p2np_s133,ladder,schaar,192.615386,-93.20905435,-61.84648486,-39.31334491,15.69648297
p2np_s133,tandarts,schaduw,252.4091693,-168.5355244,-36.79339986,-83.48578071,1.651981966
p2np_s133,wortel,vlieg,249.8831341,-133.9487974,-150.5433999,-138.2943129,243.513565
p2np_s133,kast,vliegtuig,-16.22723268,-85.49030435,153.3887581,-35.25066861,-88.75454303
p2np_s133,doolhof,zee,227.1992638,-48.85488735,-98.65678186,-18.96341231,155.602244
p2np_s134,duif,hemd,131.4490522,-20.50488735,-60.65985286,-89.06306191,246.084558
p2np_s134,duivel,herder,142.4549419,-38.56322035,-52.78658886,-158.9130197,358.787765
p2np_s134,kikker,masker,52.67280165,39.72150165,66.25125814,-82.68198741,85.46656597
p2np_s134,kip,naald,151.3337626,226.8459456,215.5473231,-111.947889,204.94192
p2np_s134,doos,nagel,159.3649482,34.48353865,67.38789014,-120.1269306,225.428965
p2np_s134,tang,pan,260.3566265,130.7077866,-113.0542979,-8.873013806,59.13745797
p2np_s134,baby,panda,114.0092231,84.11463065,-41.23332986,-117.4578991,249.768835
p2np_s134,wolf,ridder,135.751782,215.4395566,286.9909401,-104.0204167,60.49904797
p2np_s134,cactus,rits,70.96300046,-79.97942435,-19.54179786,-105.3606888,196.496574
p2np_s134,ladder,schaar,93.20869629,-93.20905435,-61.84648486,-25.89028791,68.43857197
p2np_s134,tandarts,schaduw,296.3853211,-168.5355244,-36.79339986,6.773584694,40.24537197
p2np_s134,wortel,vlieg,209.3303671,-133.9487974,-150.5433999,-128.3838694,287.631278
p2np_s134,lamp,zebra,72.82466696,41.10789965,108.7207021,-122.736458,83.17267197
p2np_s134,doolhof,zee,260.1032238,-48.85488735,-98.65678186,-104.4829811,243.097598
p2np_s135,duif,hemd,86.21033934,-20.50488735,-60.65985286,34.93758739,13.80903397
p2np_s135,duivel,herder,165.9849342,-38.56322035,-52.78658886,-12.06019871,86.82460397
p2np_s135,been,mand,135.6988836,112.8524846,16.27827814,51.55094829,21.78577797
p2np_s135,doos,nagel,191.6131527,34.48353865,67.38789014,12.30260759,328.045433
p2np_s135,tang,pan,321.19927,130.7077866,-113.0542979,-78.80250811,103.323602
p2np_s135,baby,panda,383.2566772,84.11463065,-41.23332986,-13.79118901,116.393377
p2np_s135,cactus,rits,88.53868811,-79.97942435,-19.54179786,-29.81083021,157.717089
p2np_s135,ladder,schaar,190.1029351,-93.20905435,-61.84648486,-63.60607911,223.909286
p2np_s135,tandarts,schaduw,202.7427458,-168.5355244,-36.79339986,-29.12651771,462.732329
p2np_s135,wortel,vlieg,234.6958558,-133.9487974,-150.5433999,-44.99806941,205.575556
p2np_s135,doolhof,zee,218.7656879,-48.85488735,-98.65678186,-75.61647451,50.27310497
p2np_s136,duif,hemd,193.4567742,-20.50488735,-60.65985286,-116.0470489,-3.638738034
p2np_s136,duivel,herder,55.28759179,-38.56322035,-52.78658886,-114.8791384,-8.667442034
p2np_s136,been,mand,87.78387549,112.8524846,16.27827814,18.24657989,109.685927
p2np_s136,kikker,masker,73.35071224,39.72150165,66.25125814,-146.111936,246.102595
p2np_s136,doos,nagel,83.98876387,34.48353865,67.38789014,4.011643694,39.04104597
p2np_s136,tang,pan,491.1279799,130.7077866,-113.0542979,-65.52422021,166.185711
p2np_s136,baby,panda,161.913766,84.11463065,-41.23332986,-132.5917492,1.878871966
p2np_s136,wolf,ridder,87.55976046,215.4395566,286.9909401,-117.1848003,-44.77411303
p2np_s136,cactus,rits,462.799091,-79.97942435,-19.54179786,-106.226067,235.953705
p2np_s136,ladder,schaar,146.5036333,-93.20905435,-61.84648486,-71.31371271,-55.27307603
p2np_s136,wortel,vlieg,101.1237679,-133.9487974,-150.5433999,-112.0190684,40.73029197
p2np_s136,kast,vliegtuig,66.81590087,-85.49030435,153.3887581,-148.9985687,228.811593
p2np_s136,lamp,zebra,81.87100373,41.10789965,108.7207021,-152.4331413,213.977427
p2np_s136,doolhof,zee,268.6608367,-48.85488735,-98.65678186,-20.06768291,278.494975
p2np_s137,duif,hemd,303.6170962,-20.50488735,-60.65985286,139.7577923,138.651529
p2np_s137,duivel,herder,404.1704309,-38.56322035,-52.78658886,39.78311369,96.87565797
p2np_s137,been,mand,232.4041307,112.8524846,16.27827814,27.43895089,148.088492
p2np_s137,doos,nagel,129.7938428,34.48353865,67.38789014,118.6156003,52.16638297
p2np_s137,tang,pan,285.5697792,130.7077866,-113.0542979,175.6657851,383.27947
p2np_s137,wolf,ridder,304.9017763,215.4395566,286.9909401,-81.90716711,152.309815
p2np_s137,cactus,rits,491.6430254,-79.97942435,-19.54179786,92.09325349,175.965355
p2np_s137,ladder,schaar,212.1333256,-93.20905435,-61.84648486,18.58988049,151.183158
p2np_s137,tandarts,schaduw,128.2882401,-168.5355244,-36.79339986,-26.50131461,99.65495097
p2np_s137,wortel,vlieg,465.8912448,-133.9487974,-150.5433999,83.59401359,13.85022597
p2np_s137,lamp,zebra,224.7664209,41.10789965,108.7207021,-37.26928611,51.55960897
p2np_s137,doolhof,zee,363.6073055,-48.85488735,-98.65678186,148.0435659,473.669512
p2np_s139,duif,hemd,225.5134635,-20.50488735,-60.65985286,145.4558184,-63.08803403
p2np_s139,been,mand,324.7856195,112.8524846,16.27827814,143.1170518,448.747124
p2np_s139,kikker,masker,260.4257776,39.72150165,66.25125814,80.33119859,80.82204797
p2np_s139,kip,naald,429.4335294,226.8459456,215.5473231,89.05130069,81.76346297
p2np_s139,doos,nagel,260.9340867,34.48353865,67.38789014,74.11717629,395.124515
p2np_s139,tang,pan,669.0681967,130.7077866,-113.0542979,20.19478529,155.838955
p2np_s139,cactus,rits,497.0126173,-79.97942435,-19.54179786,209.247392,243.53522
p2np_s139,ladder,schaar,349.3047383,-93.20905435,-61.84648486,127.781688,7.925105966
p2np_s139,tandarts,schaduw,389.9981514,-168.5355244,-36.79339986,173.0318653,-93.21164103
p2np_s139,wortel,vlieg,299.2144097,-133.9487974,-150.5433999,80.53918239,550.866992
p2np_s139,kast,vliegtuig,87.63322871,-85.49030435,153.3887581,27.95826609,333.430969
p2np_s139,lamp,zebra,962.7916387,41.10789965,108.7207021,94.68869449,264.391252
p2np_s140,duivel,herder,88.61487102,-38.56322035,-52.78658886,-39.18053191,291.591108
p2np_s140,been,mand,158.1023889,112.8524846,16.27827814,-27.59311131,32.81012697
p2np_s140,kikker,masker,60.57529565,39.72150165,66.25125814,-175.8553034,256.268545
p2np_s140,kip,naald,167.8676416,226.8459456,215.5473231,-121.6745352,322.730946
p2np_s140,doos,nagel,170.1797425,34.48353865,67.38789014,-22.87197261,-18.00590203
p2np_s140,baby,panda,215.2816546,84.11463065,-41.23332986,-27.53520281,116.870435
p2np_s140,cactus,rits,106.0659695,-79.97942435,-19.54179786,-146.6547169,272.469279
p2np_s140,ladder,schaar,92.52907173,-93.20905435,-61.84648486,-133.1778806,384.765694
p2np_s140,wortel,vlieg,196.7843474,-133.9487974,-150.5433999,-14.15890981,13.60731697
p2np_s140,kast,vliegtuig,-57.02389734,-85.49030435,153.3887581,-153.1770139,116.071313
p2np_s140,lamp,zebra,104.1146197,41.10789965,108.7207021,-171.7040904,201.031795
p2np_s140,doolhof,zee,210.0006474,-48.85488735,-98.65678186,-114.5017167,246.542792
p2np_s141,duif,hemd,206.5639772,-20.50488735,-60.65985286,-24.32329381,13.37526797
p2np_s141,duivel,herder,189.3618392,-38.56322035,-52.78658886,-56.12589791,346.077929
p2np_s141,been,mand,222.9130052,112.8524846,16.27827814,-21.44980971,177.982128
p2np_s141,kikker,masker,117.8694538,39.72150165,66.25125814,-5.059300106,272.25223
p2np_s141,kip,naald,179.9421159,226.8459456,215.5473231,-20.74066251,142.784608
p2np_s141,tang,pan,315.1745322,130.7077866,-113.0542979,-46.48701291,262.528055
p2np_s141,baby,panda,256.5565191,84.11463065,-41.23332986,-30.44949711,149.822465
p2np_s141,wolf,ridder,101.9692821,215.4395566,286.9909401,-20.88286611,10.08285097
p2np_s141,cactus,rits,151.913573,-79.97942435,-19.54179786,63.74987319,53.97778797
p2np_s141,tandarts,schaduw,356.0958579,-168.5355244,-36.79339986,58.46410289,19.80733097
p2np_s141,kast,vliegtuig,-21.30218763,-85.49030435,153.3887581,-153.2131045,283.081244
p2np_s141,lamp,zebra,141.5914238,41.10789965,108.7207021,-11.86812391,267.250818
p2np_s141,doolhof,zee,209.915875,-48.85488735,-98.65678186,21.33401779,-3.789781034
p2np_s142,duif,hemd,129.7067184,-20.50488735,-60.65985286,-195.3176327,54.98307997
p2np_s142,duivel,herder,94.80776826,-38.56322035,-52.78658886,-193.2374359,-0.834083034
p2np_s142,been,mand,58.67798204,112.8524846,16.27827814,-117.826587,-54.83654703
p2np_s142,kikker,masker,58.37916694,39.72150165,66.25125814,-103.0154951,-298.366698
p2np_s142,kip,naald,193.5815322,226.8459456,215.5473231,-135.0442497,-216.625581
p2np_s142,doos,nagel,27.19507593,34.48353865,67.38789014,-144.6982406,-270.641982
p2np_s142,tang,pan,181.3251677,130.7077866,-113.0542979,-119.5530072,-209.99299
p2np_s142,baby,panda,266.7928944,84.11463065,-41.23332986,-111.9092552,171.977391
p2np_s142,wolf,ridder,-2.568992136,215.4395566,286.9909401,-69.83848891,283.099302
p2np_s142,ladder,schaar,-21.0748784,-93.20905435,-61.84648486,-93.78276981,57.28591297
p2np_s142,wortel,vlieg,77.90125634,-133.9487974,-150.5433999,-92.68786611,327.086541
p2np_s142,doolhof,zee,124.7994648,-48.85488735,-98.65678186,-98.86822501,-226.572636
p2np_s143,duif,hemd,190.825395,-20.50488735,-60.65985286,22.11363069,222.977666
p2np_s143,duivel,herder,197.1168052,-38.56322035,-52.78658886,-91.49897041,139.641533
p2np_s143,been,mand,177.0152418,112.8524846,16.27827814,-31.50934591,178.520275
p2np_s143,kikker,masker,130.5912286,39.72150165,66.25125814,-32.32985081,84.44179697
p2np_s143,tang,pan,319.6091557,130.7077866,-113.0542979,-52.70303841,1.989396966
p2np_s143,baby,panda,201.736715,84.11463065,-41.23332986,14.45993269,141.304134
p2np_s143,wolf,ridder,226.5702033,215.4395566,286.9909401,56.48402649,-61.15527903
p2np_s143,cactus,rits,181.006785,-79.97942435,-19.54179786,9.298705094,16.22901497
p2np_s143,ladder,schaar,254.6411386,-93.20905435,-61.84648486,65.96911799,-45.96465803
p2np_s143,tandarts,schaduw,268.5722731,-168.5355244,-36.79339986,-12.64452181,44.98493997
p2np_s143,wortel,vlieg,235.2233791,-133.9487974,-150.5433999,-77.43047301,-21.49861503
p2np_s143,kast,vliegtuig,-37.30180337,-85.49030435,153.3887581,-26.82455421,70.72263797
p2np_s144,duif,hemd,212.6872187,-20.50488735,-60.65985286,-76.95023831,253.169923
p2np_s144,kip,naald,984.7792977,226.8459456,215.5473231,-30.71942451,321.760667
p2np_s144,doos,nagel,122.1639469,34.48353865,67.38789014,-75.14121771,244.804531
p2np_s144,tang,pan,481.7324776,130.7077866,-113.0542979,15.95966459,204.883425
p2np_s144,baby,panda,293.8854618,84.11463065,-41.23332986,87.25929289,397.946456
p2np_s144,wolf,ridder,172.2188179,215.4395566,286.9909401,-68.76908431,141.691438
p2np_s144,cactus,rits,217.2772116,-79.97942435,-19.54179786,-39.96992061,120.656096
p2np_s144,ladder,schaar,283.0735035,-93.20905435,-61.84648486,-44.43827141,-2.725839034
p2np_s144,tandarts,schaduw,201.6159621,-168.5355244,-36.79339986,-69.36988681,239.791856
p2np_s144,wortel,vlieg,204.0794845,-133.9487974,-150.5433999,50.25856409,183.487313
p2np_s144,lamp,zebra,131.2090499,41.10789965,108.7207021,53.34354099,77.54087097
p2np_s144,doolhof,zee,271.0488343,-48.85488735,-98.65678186,-30.95824191,77.16576597
p2np_s145,duif,hemd,212.4816039,-20.50488735,-60.65985286,92.56332119,168.490222
p2np_s145,duivel,herder,145.6084323,-38.56322035,-52.78658886,5.775279994,200.537194
p2np_s145,been,mand,341.6430702,112.8524846,16.27827814,-46.70104001,-1.081115034
p2np_s145,kikker,masker,178.0680878,39.72150165,66.25125814,28.00752789,141.459461
p2np_s145,doos,nagel,254.1575823,34.48353865,67.38789014,-24.47433771,232.69295
p2np_s145,tang,pan,317.3972422,130.7077866,-113.0542979,-17.37524571,291.308813
p2np_s145,wolf,ridder,191.2067364,215.4395566,286.9909401,-4.086162406,-196.294779
p2np_s145,cactus,rits,188.2652046,-79.97942435,-19.54179786,15.37501619,348.640164
p2np_s145,tandarts,schaduw,102.9094938,-168.5355244,-36.79339986,-76.20342091,180.489499
p2np_s145,kast,vliegtuig,-143.9687141,-85.49030435,153.3887581,-22.27398131,148.473563
p2np_s145,lamp,zebra,183.673515,41.10789965,108.7207021,43.08872739,279.346475
p2np_s145,doolhof,zee,162.1660215,-48.85488735,-98.65678186,33.70804779,294.076343
p2np_s103,been,herder,119.6121632,98.54372365,88.26412314,82.35601009,463.50355
p2np_s103,duivel,mand,219.5230399,-6.98405435,-62.64275886,-59.93577581,445.599754
p2np_s103,kikker,naald,351.0299729,50.17753165,-21.80757986,77.06300699,156.609535
p2np_s103,wortel,nagel,224.7753519,33.68261265,1.805016141,-53.25566331,178.515409
p2np_s103,tandarts,pan,564.2819637,100.1586226,-122.7917979,32.57762099,335.79845
p2np_s103,kip,panda,264.0295049,77.73068965,-3.531380859,83.12273439,83.98718397
p2np_s103,ladder,ridder,196.1377034,87.97254365,105.9492741,-31.98533341,397.951187
p2np_s103,doos,rits,193.9048196,-39.69238735,63.43606714,21.15520089,79.25718497
p2np_s103,wolf,schaar,169.4652193,-74.23703035,-34.06263086,-61.06636951,280.766737
p2np_s103,tang,schaduw,299.5957268,-3.74331335,88.51809814,58.48381249,133.337676
p2np_s103,kast,vlieg,366.5703918,-49.90072035,-58.51219186,58.40397569,135.226438
p2np_s103,doolhof,vliegtuig,-74.17183806,-65.21161835,253.9651471,-7.004461206,217.623639
p2np_s103,cactus,zebra,387.7105711,19.14441865,112.0762581,-65.09378101,285.443271
p2np_s104,been,herder,259.8099575,98.54372365,88.26412314,-8.193062106,-65.24191203
p2np_s104,duivel,mand,221.4158706,-6.98405435,-62.64275886,-4.091818106,81.20245497
p2np_s104,kikker,naald,360.4673129,50.17753165,-21.80757986,23.85127369,75.12643597
p2np_s104,wortel,nagel,236.1052838,33.68261265,1.805016141,41.92044659,50.84474397
p2np_s104,tandarts,pan,325.5696423,100.1586226,-122.7917979,14.06533279,91.36092997
p2np_s104,kip,panda,371.5210459,77.73068965,-3.531380859,52.75035099,105.680447
p2np_s104,ladder,ridder,424.6546175,87.97254365,105.9492741,-17.24647141,80.10067297
p2np_s104,doos,rits,315.5378176,-39.69238735,63.43606714,3.063595794,173.992882
p2np_s104,wolf,schaar,302.7110261,-74.23703035,-34.06263086,53.08064609,66.26518997
p2np_s104,tang,schaduw,219.1658922,-3.74331335,88.51809814,-0.043867606,403.757094
p2np_s104,kast,vlieg,214.320451,-49.90072035,-58.51219186,-5.444505106,264.29632
p2np_s104,doolhof,vliegtuig,123.0510776,-65.21161835,253.9651471,14.41810449,64.10347997
p2np_s104,cactus,zebra,213.0963263,19.14441865,112.0762581,80.24611649,11.03794497
p2np_s105,baby,hemd,93.41945591,-101.6923874,-103.4897139,-106.0448063,333.205562
p2np_s105,been,herder,167.7047321,98.54372365,88.26412314,-98.64535791,54.32030697
p2np_s105,duivel,mand,99.3555346,-6.98405435,-62.64275886,-11.30815901,381.366016
p2np_s105,duif,masker,157.4557502,-6.20801235,-26.04001186,3.714320994,220.765571
p2np_s105,wortel,nagel,177.7951846,33.68261265,1.805016141,-88.59880421,166.350773
p2np_s105,tandarts,pan,331.6978738,100.1586226,-122.7917979,-19.55094591,219.961279
p2np_s105,kip,panda,192.3997822,77.73068965,-3.531380859,-120.3717276,175.866069
p2np_s105,ladder,ridder,148.4918746,87.97254365,105.9492741,-83.09689921,89.42226897
p2np_s105,wolf,schaar,166.9307556,-74.23703035,-34.06263086,-119.9373754,295.568406
p2np_s105,tang,schaduw,140.0271435,-3.74331335,88.51809814,-31.74817651,77.02269397
p2np_s105,kast,vlieg,96.31117622,-49.90072035,-58.51219186,-66.85846751,138.793423
p2np_s105,doolhof,vliegtuig,-97.29835621,-65.21161835,253.9651471,-51.79671491,54.03859197
p2np_s105,cactus,zebra,82.17192318,19.14441865,112.0762581,-120.0921707,301.289377
p2np_s105,lamp,zee,289.1895552,-11.24238735,-87.62929786,-69.71498061,87.83157097
p2np_s106,baby,hemd,31.40060513,-101.6923874,-103.4897139,-236.0452286,177.154498
p2np_s106,been,herder,-81.72016324,98.54372365,88.26412314,-158.5947431,44.59709397
p2np_s106,duivel,mand,-18.39363626,-6.98405435,-62.64275886,-220.2892272,134.612491
p2np_s106,duif,masker,-29.65346996,-6.20801235,-26.04001186,-245.4931033,302.137466
p2np_s106,wortel,nagel,-27.08143341,33.68261265,1.805016141,-152.1861591,281.653206
p2np_s106,kip,panda,160.2878809,77.73068965,-3.531380859,-207.9587214,211.99362
p2np_s106,ladder,ridder,187.9950394,87.97254365,105.9492741,-37.99087921,99.55558897
p2np_s106,doos,rits,56.78110965,-39.69238735,63.43606714,-0.825934306,169.432958
p2np_s106,wolf,schaar,-18.6813753,-74.23703035,-34.06263086,-210.150315,277.443927
p2np_s106,tang,schaduw,160.5315032,-3.74331335,88.51809814,-229.0717896,28.32021297
p2np_s106,doolhof,vliegtuig,-115.1650188,-65.21161835,253.9651471,-238.697549,237.769234
p2np_s106,cactus,zebra,118.6516752,19.14441865,112.0762581,-25.09090121,158.717186
p2np_s106,lamp,zee,83.40354342,-11.24238735,-87.62929786,-270.6263199,321.139049
p2np_s107,baby,hemd,421.0411143,-101.6923874,-103.4897139,-32.86014721,54.62804297
p2np_s107,been,herder,225.3659731,98.54372365,88.26412314,-38.54531121,23.98947197
p2np_s107,duivel,mand,281.9953297,-6.98405435,-62.64275886,-19.63618061,315.322528
p2np_s107,duif,masker,391.6973607,-6.20801235,-26.04001186,3.692348394,-99.35807603
p2np_s107,wortel,nagel,483.6145838,33.68261265,1.805016141,18.25777039,329.813124
p2np_s107,tandarts,pan,411.9334992,100.1586226,-122.7917979,32.61359189,227.256785
p2np_s107,ladder,ridder,203.0749398,87.97254365,105.9492741,58.12736009,-71.70410403
p2np_s107,doos,rits,201.9749647,-39.69238735,63.43606714,53.66915349,-65.12859303
p2np_s107,wolf,schaar,213.8161204,-74.23703035,-34.06263086,48.36526069,-74.52040903
p2np_s107,tang,schaduw,165.0056234,-3.74331335,88.51809814,-26.04464751,154.31261
p2np_s107,kast,vlieg,88.58728119,-49.90072035,-58.51219186,67.35404869,348.023385
p2np_s107,cactus,zebra,350.3685475,19.14441865,112.0762581,1.476272694,271.984305
p2np_s107,lamp,zee,319.1643144,-11.24238735,-87.62929786,9.855923494,-9.535815034
p2np_s108,baby,hemd,487.845738,-101.6923874,-103.4897139,-68.66339251,182.606502
p2np_s108,been,herder,123.8418782,98.54372365,88.26412314,-13.46090151,87.36128197
p2np_s108,duivel,mand,106.32345,-6.98405435,-62.64275886,31.58164029,-10.97463703
p2np_s108,duif,masker,191.9320914,-6.20801235,-26.04001186,-24.51782151,172.682172
p2np_s108,wortel,nagel,187.3719583,33.68261265,1.805016141,37.52578409,210.161043
p2np_s108,tandarts,pan,267.7183836,100.1586226,-122.7917979,26.72683389,351.585948
p2np_s108,doos,rits,139.085966,-39.69238735,63.43606714,-107.7622368,125.35846
p2np_s108,wolf,schaar,131.9822776,-74.23703035,-34.06263086,22.22911099,89.56154997
p2np_s108,tang,schaduw,242.3757217,-3.74331335,88.51809814,29.68978459,122.181461
p2np_s108,kast,vlieg,148.5610003,-49.90072035,-58.51219186,-72.69487171,262.71217
p2np_s108,doolhof,vliegtuig,-94.96453061,-65.21161835,253.9651471,-17.42798661,275.720834
p2np_s108,lamp,zee,145.0088963,-11.24238735,-87.62929786,-160.5070419,247.450597
p2np_s110,baby,hemd,200.8713528,-101.6923874,-103.4897139,-63.29923361,57.86796197
p2np_s110,duivel,mand,176.7567429,-6.98405435,-62.64275886,-59.88395291,132.929676
p2np_s110,kikker,naald,192.8995151,50.17753165,-21.80757986,-69.99419771,164.895877
p2np_s110,wortel,nagel,234.9957205,33.68261265,1.805016141,76.50783549,68.18152997
p2np_s110,tandarts,pan,313.8520298,100.1586226,-122.7917979,13.52839619,-58.10048603
p2np_s110,kip,panda,341.3096421,77.73068965,-3.531380859,-33.46478951,211.509196
p2np_s110,ladder,ridder,218.9130785,87.97254365,105.9492741,14.61308019,425.417003
p2np_s110,doos,rits,92.96733311,-39.69238735,63.43606714,-55.07590911,51.92063597
p2np_s110,wolf,schaar,221.6645508,-74.23703035,-34.06263086,31.38758619,-25.97028703
p2np_s110,tang,schaduw,172.0765164,-3.74331335,88.51809814,-53.11757491,28.03265597
p2np_s110,doolhof,vliegtuig,-54.39617475,-65.21161835,253.9651471,0.381835594,199.977194
p2np_s110,cactus,zebra,188.1527329,19.14441865,112.0762581,36.70005709,321.427351
p2np_s110,lamp,zee,345.4079979,-11.24238735,-87.62929786,11.78907769,270.332268
p2np_s111,baby,hemd,177.1369103,-101.6923874,-103.4897139,-68.92081421,198.49917
p2np_s111,been,herder,180.9728732,98.54372365,88.26412314,49.81794449,147.668617
p2np_s111,duivel,mand,297.0862208,-6.98405435,-62.64275886,-145.6481321,225.639449
p2np_s111,duif,masker,227.8970699,-6.20801235,-26.04001186,-4.847910806,150.709144
p2np_s111,kikker,naald,196.6236715,50.17753165,-21.80757986,-17.48972671,80.53039497
